"","Name","Edition","City","Country","Owner","Seeker","Trader","Rarity","WillingnessToTrade","Popularity"
"3840","Zhengzhou Demi Icon","08 Icon Edition Mini","Zhengzhou","China",27,23,4,0.0104783599088838,0.214285714285714,0.02461257976299
"3841","Shijiazhuang Demi Icon","08 Icon Edition Mini","Shijiazhuang","China",27,25,3,0.0142369020501139,0.160714285714286,0.02461257976299
"3842","Ningbo -  Shuibei Pavilion","08 Icon Edition","Ningbo","China",309,153,34,0.00995769606247966,0.164516129032258,0.281677301731996
"3843","Christmas 2011 Falalalala Tumbler","Christmas Mugs","Various","USA",32,7,2,0.00531511009870919,0.0909090909090909,0.0291704649042844
"3844","Starbucks 2011 Japan 15th Anniversary Mug 400ml - Connect","Starbucks Anniversary Mugs","Various","Japan",17,6,0,0.0136674259681093,0,0.0154968094804011
"3845","Starbucks Anniversary Mug 2011","Starbucks Anniversary Mugs","Various","USA",70,1,6,0.000325414904002603,0.126760563380282,0.0638103919781221
"3846","Starbucks Anniversary Tumbler 2011","Non-City Tumbler","Various","USA",17,2,1,0.00227790432801822,0.0833333333333333,0.0154968094804011
"3847","2012 Starbucks Komodo Dragon Blend Mug","Coffee Blend Series","Various","USA",60,22,3,0.0125284738041002,0.0737704918032787,0.0546946216955333
"3848","Starbucks Italian Roast Mug","Coffee Blend Series","Various","USA",66,5,7,0.00142369020501139,0.156716417910448,0.0601640838650866
"3849","Starbucks French Roast Mug","Coffee Blend Series","Various","USA",44,12,2,0.00911161731207289,0.0666666666666667,0.0401093892433911
"3850","2012 Starbucks Breakfast Blend Mug","Coffee Blend Series","Various","USA",50,8,2,0.00607441154138193,0.0588235294117647,0.0455788514129444
"3851","Limited Edition Ceramic Tumbler in White Gold","Non-City Tumbler","Various","USA",24,14,0,0.0318906605922551,0,0.0218778486782133
"3852","Seoul Icon Tumbler","Icon Tumbler","Seoul","South Korea",32,18,8,0.00455580865603645,0.363636363636364,0.0291704649042844
"3853","Macau Icon Tumbler","Icon Tumbler","Macau","China",46,5,8,0.00126550240445457,0.25531914893617,0.0419325432999088
"3854","London Icon Tumbler","Icon Tumbler","London","United Kingdom",55,16,8,0.00404960769425462,0.214285714285714,0.0501367365542388
"3855","Czech Republic Icon Tumbler","Icon Tumbler","Czech Republic","Czech Republic",16,14,1,0.0159453302961276,0.0882352941176471,0.0145852324521422
"3856","Cagayan de Oro Icon Tumbler","Icon Tumbler","Cagayan de Oro","Philippines",33,9,8,0.00227790432801822,0.352941176470588,0.0300820419325433
"3857","München Icon Tumbler","Icon Tumbler","Munich","Germany",24,11,5,0.00417615793470008,0.3,0.0218778486782133
"3858","Antwerp Icon Tumbler","Icon Tumbler","Antwerp","Belgium",21,8,3,0.00455580865603645,0.204545454545455,0.0191431175934366
"3859","Frankfurt Icon Tumbler","Icon Tumbler","Frankfurt","Germany",27,10,6,0.00325414904002603,0.321428571428571,0.02461257976299
"3860","Berlin Icon Tumbler","Icon Tumbler","Berlin","Germany",37,12,8,0.00303720577069096,0.315789473684211,0.0337283500455789
"3861","New York Icon Tumbler","Icon Tumbler","New York","USA",23,22,2,0.0167046317388003,0.125,0.0209662716499544
"3862","Iloilo Icon Tumbler","Icon Tumbler","Iloilo","Philippines",38,7,6,0.00227790432801822,0.230769230769231,0.0346399270738377
"3863","Memphis Icon Tumbler","Icon Tumbler","Memphis","USA",17,9,1,0.010250569476082,0.0833333333333333,0.0154968094804011
"3864","Orange County Icon Tumbler","Icon Tumbler","Orange County","USA",14,10,0,0.0227790432801822,0,0.0127620783956244
"3865","Bahamas Icon Tumbler","Icon Tumbler","Various","Bahamas",15,18,0,0.041002277904328,0,0.0136736554238833
"3866","Puerto Rico Icon Tumbler","Icon Tumbler","Various","Puerto Rico",18,16,2,0.0121488230827639,0.157894736842105,0.01640838650866
"3867","Korea Icon Tumbler","Icon Tumbler","Various","South Korea",35,15,7,0.00427107061503417,0.291666666666667,0.0319051959890611
"3868","Boracay Icon Tumbler","Icon Tumbler","Boracay","Philippines",45,6,5,0.00227790432801822,0.16304347826087,0.04102096627165
"3869","Xiamen Icon Tumbler","Icon Tumbler","Xiamen","China",17,7,4,0.00318906605922551,0.333333333333333,0.0154968094804011
"3870","Freiburg Icon Tumbler","Icon Tumbler","Freiburg","Germany",17,11,1,0.0125284738041002,0.0833333333333333,0.0154968094804011
"3871","Oktoberfest Icon Tumbler","Icon Tumbler","Munich","Germany",23,11,0,0.0250569476082005,0,0.0209662716499544
"3872","Guatemala Icon Tumbler","Icon Tumbler","Various","Guatemala",9,11,1,0.0125284738041002,0.15,0.00820419325432999
"3873","Phoenix Icon Tumbler","Icon Tumbler","Phoenix","USA",24,7,6,0.00227790432801822,0.36,0.0218778486782133
"3874","St. Louis Icon Tumbler","Icon Tumbler","St. Louis","USA",11,6,0,0.0136674259681093,0,0.0100273473108478
"3875","Harbin Icon Tumbler","Icon Tumbler","Harbin","China",9,8,3,0.00455580865603645,0.45,0.00820419325432999
"3876","Shijiazhuang  Icon Tumbler","Icon Tumbler","Shijiazhuang","China",9,8,3,0.00455580865603645,0.45,0.00820419325432999
"3877","Philadelphia Icon Tumbler","Icon Tumbler","Philadelphia","USA",7,9,0,0.020501138952164,0,0.00638103919781222
"3878","Shanghai Icon Tumbler","Icon Tumbler","Shanghai","China",24,6,5,0.00227790432801822,0.3,0.0218778486782133
"3879","Australia Icon Tumbler","Icon Tumbler","Various","Australia",34,12,5,0.00455580865603645,0.214285714285714,0.0309936189608022
"3880","Sydney Icon Tumbler","Icon Tumbler","Sydney","Australia",37,8,4,0.00364464692482916,0.157894736842105,0.0337283500455789
"3881","Brisbane Icon Tumbler","Icon Tumbler","Brisbane","Australia",22,8,4,0.00364464692482916,0.260869565217391,0.0200546946216955
"3882","Chiangmai Icon Tumbler","Icon Tumbler","Chiang Mai","Thailand",29,5,7,0.00142369020501139,0.35,0.0264357338195077
"3883","Colorado Icon Tumbler","Icon Tumbler","State Tumbler","USA",15,12,1,0.0136674259681093,0.09375,0.0136736554238833
"3884","Dallas Icon Tumbler","Icon Tumbler","Dallas","USA",18,9,2,0.00683371298405467,0.157894736842105,0.01640838650866
"3885","Thailand Icon Tumbler","Icon Tumbler","Various","Thailand",37,6,7,0.00170842824601367,0.276315789473684,0.0337283500455789
"3886","Bangkok Icon Tumbler","Icon Tumbler","Bangkok","Thailand",45,6,6,0.00195248942401562,0.195652173913043,0.04102096627165
"3887","Hawaii Icon Tumbler","Icon Tumbler","Various","USA",12,9,0,0.020501138952164,0,0.0109389243391067
"3888","Pattaya Icon Tumbler","Icon Tumbler","Pattaya","Thailand",27,9,8,0.00227790432801822,0.428571428571429,0.02461257976299
"3889","Las Vegas Icon Tumbler","Icon Tumbler","Las Vegas","USA",28,11,7,0.00313211845102506,0.362068965517241,0.0255241567912489
"3890","Waikiki Icon Tumbler","Icon Tumbler","Waikiki","USA",10,13,1,0.0148063781321185,0.136363636363636,0.00911577028258888
"3891","Phuket Icon Tumbler","Icon Tumbler","Phuket","Thailand",28,12,5,0.00455580865603645,0.258620689655172,0.0255241567912489
"3892","Taiwan Icon Tumbler","Icon Tumbler","Various","Taiwan",32,7,1,0.00797266514806378,0.0454545454545455,0.0291704649042844
"3893","Edinburgh Icon Tumbler","Icon Tumbler","Edinburgh","United Kingdom",23,10,5,0.00379650721336371,0.3125,0.0209662716499544
"3894","Fort Worth Icon Tumbler","Icon Tumbler","Fort Worth","USA",7,12,0,0.0273348519362187,0,0.00638103919781222
"3895","Twin Cities Icon Tumbler","Icon Tumbler","Twin Cities","USA",19,10,2,0.00759301442672741,0.15,0.0173199635369189
"3896","Ohio Icon Tumbler","Icon Tumbler","State Tumbler","USA",22,8,2,0.00607441154138193,0.130434782608696,0.0200546946216955
"3897","Paris Icon Tumbler","Icon Tumbler","Paris","France",66,13,13,0.00211519687601692,0.291044776119403,0.0601640838650866
"3898","El Salvador Icon Tumbler","Icon Tumbler","Various","El Salvador",12,13,1,0.0148063781321185,0.115384615384615,0.0109389243391067
"3899","Sharm El Sheikh Icon Tumbler","Icon Tumbler","Sharm el-Sheikh","Egypt",8,12,1,0.0136674259681093,0.166666666666667,0.0072926162260711
"3900","Marseille Icon Tumbler","Icon Tumbler","Marseille","France",16,11,4,0.00501138952164009,0.352941176470588,0.0145852324521422
"3901","Abu Dhabi Icon Tumbler","Icon Tumbler","Abu Dhabi","United Arab Emirates",25,10,2,0.00759301442672741,0.115384615384615,0.0227894257064722
"3902","UAE Icon Tumbler","Icon Tumbler","Various","United Arab Emirates",26,8,4,0.00364464692482916,0.222222222222222,0.0237010027347311
"3903","Dubai Icon Tumbler","Icon Tumbler","Dubai","United Arab Emirates",28,10,3,0.00569476082004556,0.155172413793103,0.0255241567912489
"3904","Lebanon Icon Tumbler","Icon Tumbler","Various","Lebanon",9,20,1,0.0227790432801822,0.15,0.00820419325432999
"3905","Christmas 2011 Tumbler Snow Day Sledding Dog","Non-City Tumbler","Various","USA",7,0,0,0,0,0.00638103919781222
"3906","Niagara Falls Icon Tumbler","Icon Tumbler","Niagara Falls","Canada",20,21,0,0.0478359908883827,0,0.0182315405651778
"3907","Adana old logo","Limited Edition","Adana","Turkey",19,14,3,0.00797266514806378,0.225,0.0173199635369189
"3908","Starbucks Rochester Park, Singapore Mug","Limited Edition","Singapore","Singapore",49,9,10,0.00186373990474218,0.3,0.0446672743846855
"3909","Cairo Icon Tumbler","Icon Tumbler","Cairo","Egypt",10,14,1,0.0159453302961276,0.136363636363636,0.00911577028258888
"3910","Brazil Icon Tumbler","Icon Tumbler","Various","Brazil",21,17,2,0.0129081245254366,0.136363636363636,0.0191431175934366
"3911","Bahrain Non-Icon Tumbler","City Tumbler","Various","Bahrain",3,3,0,0.00683371298405467,0,0.00273473108477666
"3912","Indonesia Icon Tumbler","Icon Tumbler","Various","Indonesia",42,14,13,0.00227790432801822,0.453488372093023,0.0382862351868733
"3913","Seville / Spain demitasse","08 Icon Edition Mini","Seville","Spain",47,28,3,0.0159453302961276,0.09375,0.0428441203281677
"3914","Starbucks - Arts Mermaid","Limited Edition","Various","USA",4,7,0,0.0159453302961276,0,0.00364630811303555
"3915","Coffee label theme - Arabian Mocha Timor","Coffee Origin Series","Various","USA",4,4,0,0.00911161731207289,0,0.00364630811303555
"3916","Atlanta ""Hotlanta""  2.5-Gallon Mug","02 Skyline Series City Giant Mugs","Atlanta","USA",8,12,0,0.0273348519362187,0,0.0072926162260711
"3917","Indonesia - Sumatra","Limited Edition","Various","Indonesia",5,4,0,0.00911161731207289,0,0.00455788514129444
"3918","Indonesia - Sulawesi","Limited Edition","Various","Indonesia",5,5,0,0.0113895216400911,0,0.00455788514129444
"3919","2009 Red Christmas Snowflakes Abbey Mug","Christmas Mugs","Various","USA",14,4,0,0.00911161731207289,0,0.0127620783956244
"3920","Christmas Joy","Christmas Mugs","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3921","Christmas Tree","Christmas Mugs","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"3922","Starbucks Mug - Elephants and Giraffes","Limited Edition","Various","USA",6,5,0,0.0113895216400911,0,0.00546946216955333
"3923","Nighthwaks-Chaleur version","Limited Edition","Various","USA",17,5,1,0.00569476082004556,0.0833333333333333,0.0154968094804011
"3924","Farmers Market Christmas 1","Christmas Mugs","Various","USA",23,7,2,0.00531511009870919,0.125,0.0209662716499544
"3925","Düsseldorf Icon Tumbler","Icon Tumbler","Dusseldorf","Germany",15,10,1,0.0113895216400911,0.09375,0.0136736554238833
"3926","Starbucks Mug - White with green logo","Undefined Series","Various","USA",2,3,0,0.00683371298405467,0,0.00182315405651778
"3927","Starbucks Mug - White and Green handwriting","Limited Edition","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3928","New England blend","Coffee Blend Series","Various","USA",6,5,1,0.00569476082004556,0.214285714285714,0.00546946216955333
"3929","Candy cane","Limited Edition","Various","USA",1,3,0,0.00683371298405467,0,0.000911577028258888
"3930","Pennsylvania State of Beans","97 States of Bean Mugs","Various","USA",14,6,0,0.0136674259681093,0,0.0127620783956244
"3931","Starbucks Mug - Toscana Italia","Limited Edition","Various","USA",3,2,0,0.00455580865603645,0,0.00273473108477666
"3932","Starbucks Mug - Toscana Italia 2","Limited Edition","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3933","Starbucks Mug - Toscana Italia 3","Limited Edition","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3934","Starbucks Mug - Toscana Italia 4","Limited Edition","Various","USA",4,3,0,0.00683371298405467,0,0.00364630811303555
"3935","Starbucks Mug - different cups - purple and red","Asian Artsy Design Mugs","Various","Thailand",4,3,1,0.00341685649202733,0.3,0.00364630811303555
"3936","Farmers market","Limited Edition","Seattle","USA",9,6,1,0.00683371298405467,0.15,0.00820419325432999
"3937","Painting Cherub-With starbucks logo","00 Barista Series","Various","USA",6,2,1,0.00227790432801822,0.214285714285714,0.00546946216955333
"3938","Christmas Scene - 2026 Red sleigh","01 Barista series","Various","USA",9,7,1,0.00797266514806378,0.15,0.00820419325432999
"3939","Irish coffee","Undefined Series","Various","USA",4,4,0,0.00911161731207289,0,0.00364630811303555
"3940","Starbucks Mug - Red houses","Limited Edition","Various","USA",7,3,0,0.00683371298405467,0,0.00638103919781222
"3941","Thailand Muan Jai Blend","Coffee Blend Series","Various","Thailand",45,3,4,0.00136674259681093,0.130434782608696,0.04102096627165
"3942","Christmas 2010 - White and red","Christmas Mugs","Various","USA",47,3,1,0.00341685649202733,0.03125,0.0428441203281677
"3943","Starbucks Mug - White and brown","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"3944","Sydney - Demitasse","94 Collectors Series City Mini Mugs","Sydney","Australia",17,4,1,0.00455580865603645,0.0833333333333333,0.0154968094804011
"3945","Australia - Demitasse","94 Collectors Series City Mini Mugs","Various","Australia",20,3,0,0.00683371298405467,0,0.0182315405651778
"3946","Kuala Lumpur-Made in China","94 CITY MUG Collector Seris","Kuala Lumpur","Malaysia",37,12,5,0.00455580865603645,0.197368421052632,0.0337283500455789
"3947","Malaysia - Demitasse","94 Collectors Series City Mini Mugs","Malaysia","Malaysia",37,3,7,0.000854214123006834,0.276315789473684,0.0337283500455789
"3948","Kuala Lumpur - Demitasse","94 Collectors Series City Mini Mugs","Kuala Lumpur","Malaysia",25,4,3,0.00227790432801822,0.173076923076923,0.0227894257064722
"3949","World Globe Chubby Travel / Desk mug","02 Barista series","Various","USA",2,3,0,0.00683371298405467,0,0.00182315405651778
"3950","Hawaii Surfboards","Limited Edition","Various","USA",68,10,4,0.00455580865603645,0.0869565217391304,0.0619872379216044
"3951","Water for Life","Limited Edition","Various","South Korea",15,2,0,0.00455580865603645,0,0.0136736554238833
"3952","C.U.P.S.","Limited Edition","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3953","Starbucks Coffee Japan Shareholders Meeting 2002","Limited Edition","Tokyo","Japan",7,13,0,0.0296127562642369,0,0.00638103919781222
"3954","Clear","Undefined Series","Various","USA",2,5,0,0.0113895216400911,0,0.00182315405651778
"3955","Green Leaves","Asian Artsy Design Mugs","Various","China",0,6,0,0.0136674259681093,0,0
"3956","Guanajuato - Global Icon Demitasse","Rejected Prototype","Guanajuato","Mexico",5,51,0,0.116173120728929,0,0.00455788514129444
"3957","Oman Icon Tumbler","Icon Tumbler","Various","Oman",18,12,1,0.0136674259681093,0.0789473684210526,0.01640838650866
"3958","Prague Icon Tumbler","Icon Tumbler","Prague","Czech Republic",28,14,5,0.00531511009870919,0.258620689655172,0.0255241567912489
"3959","Jordan Icon Tumbler","Icon Tumbler","Various","Jordan",11,13,1,0.0148063781321185,0.125,0.0100273473108478
"3960","Verona","Coffee Blend Series","Verona","Czech Republic",40,9,4,0.0041002277904328,0.146341463414634,0.0364630811303555
"3961","White & Green Fir Tree","Christmas Mugs","Various","USA",14,5,3,0.00284738041002278,0.3,0.0127620783956244
"3962","San Francisco Icon Tumbler","Icon Tumbler","San Francisco","USA",10,16,0,0.0364464692482916,0,0.00911577028258888
"3963","Japan Airport Special Edition Tumbler","City Tumbler","Various","Japan",34,3,1,0.00341685649202733,0.0428571428571429,0.0309936189608022
"3964","Bitter & Sweet","Holiday Mugs","Various","Japan",5,3,1,0.00341685649202733,0.25,0.00455788514129444
"3965","White and Pink Heart","Holiday Mugs","Various","Japan",4,6,0,0.0136674259681093,0,0.00364630811303555
"3966","Pink and Brown Heart","Holiday Mugs","Various","Japan",5,4,0,0.00911161731207289,0,0.00455788514129444
"3967","Red Love","Holiday Mugs","Various","Japan",5,3,1,0.00341685649202733,0.25,0.00455788514129444
"3968","Pink Heart Black Handle","Holiday Mugs","Various","Japan",8,4,0,0.00911161731207289,0,0.0072926162260711
"3969","White 3D Shapes","Holiday Mugs","Various","USA",14,2,2,0.00151860288534548,0.2,0.0127620783956244
"3970","White & Red Horizontal","Limited Edition","Various","USA",10,1,2,0.000759301442672741,0.272727272727273,0.00911577028258888
"3971","Pink Leaves","Undefined Series","Various","USA",5,1,0,0.00227790432801822,0,0.00455788514129444
"3972","Christmas 2011 Mug Dog Sled Red Airplane","Christmas Mugs","Various","USA",24,2,4,0.000911161731207289,0.24,0.0218778486782133
"3973","Christmas 2011 Mug Snow Day Sledding Dog","Christmas Mugs","Various","USA",62,3,5,0.00113895216400911,0.119047619047619,0.056517775752051
"3974","Vancouver Icon Tumbler","Icon Tumbler","Vancouver","Canada",29,8,3,0.00455580865603645,0.15,0.0264357338195077
"3975","Amsterdam Icon Tumbler","Icon Tumbler","Amsterdam","Netherlands",49,7,11,0.0013287775246773,0.33,0.0446672743846855
"3976","Kuala Lumpur Icon Tumbler","Icon Tumbler","Kuala Lumpur","Malaysia",41,6,12,0.00105134045908533,0.428571428571429,0.0373746581586144
"3977","Turkey Icon Tumbler","Icon Tumbler","Various","Turkey",23,19,5,0.00721336370539104,0.3125,0.0209662716499544
"3978","Whistler Icon Tumbler","Icon Tumbler","Whistler","Canada",18,9,0,0.020501138952164,0,0.01640838650866
"3979","Bali Icon Tumbler","Icon Tumbler","Bali","Indonesia",34,12,7,0.00341685649202733,0.3,0.0309936189608022
"3980","Jakarta Icon Tumbler","Icon Tumbler","Jakarta","Indonesia",32,10,11,0.00189825360668185,0.5,0.0291704649042844
"3981","Toronto Icon Tumbler","Icon Tumbler","Toronto","Canada",33,14,7,0.00398633257403189,0.308823529411765,0.0300820419325433
"3982","Canada Tumbler","Icon Tumbler","Various","Canada",28,23,2,0.017463933181473,0.103448275862069,0.0255241567912489
"3983","Hong Kong Tumbler","Icon Tumbler","Hong Kong","China",69,6,19,0.000683371298405467,0.407142857142857,0.0628988149498633
"3984","Beijing Icon Tumbler","Icon Tumbler","Beijing","China",31,8,4,0.00364464692482916,0.1875,0.0282588878760255
"3985","Orange Komodo Dragon Blend Tumbler","Non-City Tumbler","Various","USA",5,4,0,0.00911161731207289,0,0.00455788514129444
"3986","Tianjin Tumbler","Icon Tumbler","Tianjin","China",15,8,4,0.00364464692482916,0.375,0.0136736554238833
"3987","Pink Flowers","Asian Artsy Design Mugs","Various","China",7,7,1,0.00797266514806378,0.1875,0.00638103919781222
"3988","Blue Cloud","Asian Artsy Design Mugs","Various","China",4,3,1,0.00341685649202733,0.3,0.00364630811303555
"3989","Red & White Bird of Paradise","Asian Artsy Design Mugs","Various","China",13,5,2,0.00379650721336371,0.214285714285714,0.0118505013673655
"3990","Yellow & White Dragon","Asian Artsy Design Mugs","Various","China",8,6,1,0.00683371298405467,0.166666666666667,0.0072926162260711
"3991","Aroma","Limited Edition","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3992","Florida State Tumbler","Icon Tumbler","State Tumbler","USA",9,13,0,0.0296127562642369,0,0.00820419325432999
"3993","Madrid Icon Tumbler","Icon Tumbler","Madrid","Spain",24,9,2,0.00683371298405467,0.12,0.0218778486782133
"3994","Hamburg Icon Tumbler","Icon Tumbler","Hamburg","Germany",22,10,6,0.00325414904002603,0.391304347826087,0.0200546946216955
"3995","Poland Non-Icon Tumbler","City Tumbler","Various","Poland",5,8,0,0.0182232346241458,0,0.00455788514129444
"3996","2012 Year of the Dragon","Asian Artsy Design Mugs","Various","China",37,21,2,0.0159453302961276,0.0789473684210526,0.0337283500455789
"3997","Shenzhen","94 CITY MUG Collector Seris","Shenzhen","China",35,5,3,0.00284738041002278,0.125,0.0319051959890611
"3998","Leaves II","Asian Artsy Design Mugs","Various","China",2,4,0,0.00911161731207289,0,0.00182315405651778
"3999","Turtle and Crab","Limited Edition","Various","USA",4,3,0,0.00683371298405467,0,0.00364630811303555
"4000","Brown floral","Asian Artsy Design Mugs","Various","China",1,4,0,0.00911161731207289,0,0.000911577028258888
"4001","Blue Leaves","Asian Artsy Design Mugs","Various","China",3,3,0,0.00683371298405467,0,0.00273473108477666
"4002","Los Cabos","Undefined Series","Los Cabos","Mexico",21,159,1,0.181093394077449,0.0681818181818182,0.0191431175934366
"4003","Starbucks Coffee Beige","Limited Edition","Various","USA",0,2,0,0.00455580865603645,0,0
"4004","Stripes","Limited Edition","Various","USA",2,1,2,0.000759301442672741,1,0.00182315405651778
"4005","Tokushima","Japan Country Series","Tokushima","Japan",35,30,0,0.0683371298405467,0,0.0319051959890611
"4006","Starbucks Coffee Brown and White","Limited Edition","Various","China",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"4007","Starbucks Coffee Indonesia 8th Anniversary","Starbucks Anniversary Mugs","Various","Indonesia",12,4,0,0.00911161731207289,0,0.0109389243391067
"4008","Marseille and France Demi Set","08 Icon Edition Mini","Marseille","France",75,20,10,0.00414164423276041,0.197368421052632,0.0683682771194166
"4009","United Arab Emirates - Peregrine Falcon","08 Icon Edition","Various","United Arab Emirates",682,83,58,0.00320450947839852,0.127379209370425,0.621695533272562
"4010","Riyadh - Masmak Fort","08 Icon Edition","Riyadh","Saudi Arabia",463,96,32,0.00662663077241665,0.103448275862069,0.422060164083865
"4011","New Zealand 20 Oz","94 CITY MUG Collector Seris","Various","New Zealand",41,9,0,0.020501138952164,0,0.0373746581586144
"4012","Copenhagen - Royal Life Guards","08 Icon Edition","Copenhagen","Denmark",575,167,30,0.0122712910573885,0.078125,0.52415679124886
"4013","Starbucks - glass mug - Flower","Undefined Series","Various","China",4,6,0,0.0136674259681093,0,0.00364630811303555
"4014","Desk Top Style Mug - White - Heart balloons","Holiday Mugs","Various","USA",8,8,0,0.0182232346241458,0,0.0072926162260711
"4015","Macau - Prototype","Rejected Prototype","Macau","China",21,48,0,0.109339407744875,0,0.0191431175934366
"4016","Bahrain Icon Tumbler","Icon Tumbler","Bahrain","Bahrain",3,12,0,0.0273348519362187,0,0.00273473108477666
"4017","Qatar Icon Tumbler","Icon Tumbler","Qatar","Qatar",31,8,3,0.00455580865603645,0.140625,0.0282588878760255
"4018","Hungary Icon Tumbler","Icon Tumbler","Hungary","Hungary",19,13,6,0.00423039375203384,0.45,0.0173199635369189
"4019","Portugal Icon Tumbler","Icon Tumbler","Various","Portugal",18,13,1,0.0148063781321185,0.0789473684210526,0.01640838650866
"4020","Barcelona Icon Tumbler","Icon Tumbler","Barcelona","Spain",37,11,7,0.00313211845102506,0.276315789473684,0.0337283500455789
"4021","Spain Icon Tumbler","Icon Tumbler","Various","Spain",22,13,4,0.00592255125284738,0.260869565217391,0.0200546946216955
"4022","Baguio Icon Tumbler","Icon Tumbler","Baguio","Philippines",44,11,9,0.00250569476082005,0.3,0.0401093892433911
"4023","France Icon Tumbler","Icon Tumbler","France","France",35,18,4,0.0082004555808656,0.166666666666667,0.0319051959890611
"4024","China Icon Tumbler","Icon Tumbler","Various","China",56,5,17,0.000632751202227284,0.447368421052632,0.0510483135824977
"4025","Romania Icon Tumbler","Icon Tumbler","Various","Romania",16,12,2,0.00911161731207289,0.176470588235294,0.0145852324521422
"4026","Cyprus Icon Tumbler","Icon Tumbler","Various","Cyprus",19,14,4,0.00637813211845102,0.3,0.0173199635369189
"4027","Bulgaria Icon Tumbler","Icon Tumbler","Bulgaria","Bulgaria",17,12,4,0.00546697038724374,0.333333333333333,0.0154968094804011
"4028","Greece Icon Tumbler","Icon Tumbler","Various","Greece",26,10,7,0.00284738041002278,0.388888888888889,0.0237010027347311
"4029","Kunming Icon Tumbler","Icon Tumbler","Kunming","China",5,11,2,0.00835231586940015,0.5,0.00455788514129444
"4030","Batangas Icon Tumbler","Icon Tumbler","Batangas","Philippines",37,10,9,0.00227790432801822,0.355263157894737,0.0337283500455789
"4031","Pampanga Icon Tumbler","Icon Tumbler","Pampanga","Philippines",46,8,13,0.00130165961601041,0.414893617021277,0.0419325432999088
"4032","Tagaytay Icon Tumbler","Icon Tumbler","Tagaytay","Philippines",52,7,8,0.0017717033662364,0.226415094339623,0.0474020054694622
"4033","Manila Icon Tumbler","Icon Tumbler","Manila","Philippines",63,9,25,0.000788505344314,0.5859375,0.0574293527803099
"4034","Lisbon Icon Tumbler","Icon Tumbler","Lisbon","Portugal",17,12,0,0.0273348519362187,0,0.0154968094804011
"4035","Valencia Icon Tumbler","Icon Tumbler","Valencia","Spain",14,10,4,0.00455580865603645,0.4,0.0127620783956244
"4036","Morocco Icon Tumbler","Icon Tumbler","Morocco","Morocco",11,10,0,0.0227790432801822,0,0.0100273473108478
"4037","Netherlands Icon Tumbler","Icon Tumbler","Various","Netherlands",46,8,14,0.00121488230827639,0.446808510638298,0.0419325432999088
"4038","Rio de Janeiro Icon Tumbler","Icon Tumbler","Rio de Janeiro","Brazil",19,13,2,0.00987091875474563,0.15,0.0173199635369189
"4039","Seville Icon Tumbler","Icon Tumbler","Seville","Spain",17,14,1,0.0159453302961276,0.0833333333333333,0.0154968094804011
"4040","Farmers Market Christmas 2","00 Barista Series","Pike Place","USA",36,8,1,0.00911161731207289,0.0405405405405405,0.03281677301732
"4041","Starbucks Mug - White - Forest - green trees","Christmas Mugs","Various","USA",1,3,0,0.00683371298405467,0,0.000911577028258888
"4042","Starbucks Mug - White - Reindeer and trees","Christmas Mugs","Various","USA",7,5,1,0.00569476082004556,0.1875,0.00638103919781222
"4043","Pike Place Market - No Slogan 18 oz Mug","02 Skyline Series City Mugs","Seattle","USA",18,10,0,0.0227790432801822,0,0.01640838650866
"4044","Songkran Festival","Holiday Mugs","Bangkok","Thailand",81,7,13,0.00113895216400911,0.237804878048781,0.0738377392889699
"4045","Starbucks - Christmas Mug - Candy cane","Christmas Mugs","Various","USA",14,3,0,0.00683371298405467,0,0.0127620783956244
"4046","Diner Mug 'C´MON BOARD!' Vintage Airplane 2001","01 Barista series","Various","USA",10,2,0,0.00455580865603645,0,0.00911577028258888
"4047","Starbucks Mug - White - Colored Cravats","Holiday Mugs","Various","USA",4,2,2,0.00151860288534548,0.6,0.00364630811303555
"4048","Starbucks mug - White - We proudly brew - Yokota Ab Japan","Mini Mugs","Yokota Air Base","Japan",3,11,0,0.0250569476082005,0,0.00273473108477666
"4049","Black Abbey Mug","Limited Edition","Various","USA",3,4,0,0.00911161731207289,0,0.00273473108477666
"4050","Starbucks Mug - Black Shiny Abbey","Limited Edition","Various","Japan",6,5,0,0.0113895216400911,0,0.00546946216955333
"4051","Starbucks Mug - Frappuccino black","Limited Edition","Various","USA",1,3,0,0.00683371298405467,0,0.000911577028258888
"4052","Peru Icon Tumbler","Icon Tumbler","Various","Peru",13,9,2,0.00683371298405467,0.214285714285714,0.0118505013673655
"4053","Philippines Icon Tumbler","Icon Tumbler","Various","Philippines",60,6,23,0.000569476082004556,0.565573770491803,0.0546946216955333
"4054","England Icon Tumbler","Icon Tumbler","England","United Kingdom",56,11,6,0.00357956394402864,0.157894736842105,0.0510483135824977
